MovieID,Title,Year,Genres
2277,Somewhere in the City,1997,Drama
2278,Ronin,1998,Action|Crime|Thriller
2279,Urban Legend,1998,Horror|Thriller
2280,Clay Pigeons,1998,Crime
2281,Monument Ave.,1998,Crime
2282,Pecker,1998,Comedy|Drama
2283,"Sheltering Sky, The",1990,Drama
2284,Bandit Queen,1994,Drama
2285,If....,1968,Drama
2286,"Fiendish Plot of Dr. Fu Manchu, The",1980,Comedy
2287,Them!,1954,Sci-Fi|Thriller|War
2288,"Thing, The",1982,Action|Horror|Sci-Fi|Thriller
2289,"Player, The",1992,Comedy|Drama
2290,Stardust Memories,1980,Comedy|Drama
2291,Edward Scissorhands,1990,Drama|Romance
2292,Overnight Delivery,1996,Romance
2293,Shadrach,1998,Drama
2294,Antz,1998,Animation|Children's
2295,"Impostors, The",1998,Comedy
2296,"Night at the Roxbury, A",1998,Comedy
2297,What Dreams May Come,1998,Drama|Romance
2298,Strangeland,1998,Thriller
2299,"Battle of the Sexes, The",1959,Comedy
2300,"Producers, The",1968,Comedy|Musical
2301,History of the World: Part I,1981,Comedy
2302,My Cousin Vinny,1992,Comedy
2303,Nashville,1975,Drama|Musical
2304,Love Is the Devil,1998,Drama
2305,Slam,1998,Drama
2306,Holy Man,1998,Comedy
2307,One Tough Cop,1998,Action|Drama
2308,Detroit 9000,1973,Action|Crime
2309,"Inheritors, The (Die Siebtelbauern)",1998,Drama
2310,"Mighty, The",1998,Drama
2311,2010,1984,Mystery|Sci-Fi
2312,Children of a Lesser God,1986,Drama
2313,"Elephant Man, The",1980,Drama
2314,Beloved,1998,Drama
2315,Bride of Chucky,1998,Horror|Thriller
2316,Practical Magic,1998,Drama|Romance
2317,"Alarmist, The",1997,Comedy
2318,Happiness,1998,Comedy
2319,Reach the Rock,1997,Comedy
2320,Apt Pupil,1998,Drama|Thriller
2321,Pleasantville,1998,Comedy
2322,Soldier,1998,Action|Adventure|Sci-Fi|Thriller|War
2323,"Cruise, The",1998,Documentary
2324,Life Is Beautiful (La Vita è bella),1997,Comedy|Drama
2325,Orgazmo,1997,Comedy
2326,Shattered Image,1998,Drama|Thriller
2327,Tales from the Darkside: The Movie,1990,Horror
2328,Vampires,1998,Horror
2329,American History X,1998,Drama
2330,Hands on a Hard Body,1996,Documentary
2331,Living Out Loud,1998,Comedy|Romance
2332,Belly,1998,Crime|Drama
2333,Gods and Monsters,1998,Drama
2334,"Siege, The",1998,Action|Thriller
2335,"Waterboy, The",1998,Comedy
2336,Elizabeth,1998,Drama
2337,Velvet Goldmine,1998,Drama
2338,I Still Know What You Did Last Summer,1998,Horror|Mystery|Thriller
2339,I'll Be Home For Christmas,1998,Comedy|Romance
2340,Meet Joe Black,1998,Romance
2341,Dancing at Lughnasa,1998,Drama
2342,Hard Core Logo,1996,Comedy
2343,"Naked Man, The",1998,Drama
2344,Runaway Train,1985,Action|Adventure|Drama|Thriller
2345,Desert Bloom,1986,Drama
2346,"Stepford Wives, The",1975,Sci-Fi|Thriller
2347,"Pope of Greenwich Village, The",1984,Action
2348,Sid and Nancy,1986,Drama
2349,Mona Lisa,1986,Comedy|Thriller
2350,Heart Condition,1990,Comedy
2351,Nights of Cabiria (Le Notti di Cabiria),1957,Drama
2352,"Big Chill, The",1983,Comedy|Drama
2353,Enemy of the State,1998,Action|Thriller
2354,"Rugrats Movie, The",1998,Animation|Children's|Comedy
2355,"Bug's Life, A",1998,Animation|Children's|Comedy
2356,Celebrity,1998,Comedy
2357,Central Station (Central do Brasil),1998,Drama
2358,Savior,1998,Drama
2359,Waking Ned Devine,1998,Comedy
2360,"Celebration, The (Festen)",1998,Drama
2361,Pink Flamingos,1972,Comedy
2362,Glen or Glenda,1953,Drama
2363,Godzilla (Gojira),1954,Action|Sci-Fi
2364,Godzilla (Gojira),1984,Action|Sci-Fi
2365,King Kong vs. Godzilla (Kingukongu tai Gojira),1962,Action|Sci-Fi
2366,King Kong,1933,Action|Adventure|Horror
2367,King Kong,1976,Action|Adventure|Horror
2368,King Kong Lives,1986,Action|Adventure|Horror
2369,Desperately Seeking Susan,1985,Comedy|Romance
2370,"Emerald Forest, The",1985,Action|Adventure|Drama
2371,Fletch,1985,Comedy
2372,Fletch Lives,1989,Comedy
2373,Red Sonja,1985,Action|Adventure
2374,Gung Ho,1986,Comedy|Drama
2375,"Money Pit, The",1986,Comedy
2376,"View to a Kill, A",1985,Action
2377,Lifeforce,1985,Horror|Sci-Fi
2378,Police Academy,1984,Comedy
2379,Police Academy 2: Their First Assignment,1985,Comedy
2380,Police Academy 3: Back in Training,1986,Comedy
2381,Police Academy 4: Citizens on Patrol,1987,Comedy
2382,Police Academy 5: Assignment: Miami Beach,1988,Comedy
2383,Police Academy 6: City Under Siege,1989,Comedy
2384,Babe: Pig in the City,1998,Children's|Comedy
2385,Home Fries,1998,Comedy|Romance
2386,Jerry Springer: Ringmaster,1998,Drama
2387,Very Bad Things,1998,Comedy|Crime
2388,Steam: The Turkish Bath (Hamam),1997,Drama|Romance
2389,Psycho,1998,Crime|Horror|Thriller
2390,Little Voice,1998,Comedy
2391,"Simple Plan, A",1998,Crime|Thriller
2392,Jack Frost,1998,Comedy|Drama
2393,Star Trek: Insurrection,1998,Action|Sci-Fi
2394,"Prince of Egypt, The",1998,Animation|Musical
2395,Rushmore,1998,Comedy
2396,Shakespeare in Love,1998,Comedy|Romance
2397,Mass Appeal,1984,Drama
2398,Miracle on 34th Street,1947,Drama
2399,Santa Claus: The Movie,1985,Adventure|Children's|Fantasy
2400,Prancer,1989,Children's|Drama
2401,Pale Rider,1985,Western
2402,Rambo: First Blood Part II,1985,Action|War
2403,First Blood,1982,Action
2404,Rambo III,1988,Action|War
2405,"Jewel of the Nile, The",1985,Action|Adventure|Comedy|Romance
2406,Romancing the Stone,1984,Action|Adventure|Comedy|Romance
2407,Cocoon,1985,Comedy|Sci-Fi
2408,Cocoon: The Return,1988,Comedy|Sci-Fi
2409,Rocky II,1979,Action|Drama
2410,Rocky III,1982,Action|Drama
2411,Rocky IV,1985,Action|Drama
2412,Rocky V,1990,Action|Drama
2413,Clue,1985,Comedy|Mystery
2414,Young Sherlock Holmes,1985,Action|Adventure|Mystery
2415,Violets Are Blue...,1986,Drama|Romance
2416,Back to School,1986,Comedy
2417,Heartburn,1986,Comedy|Drama
2418,Nothing in Common,1986,Comedy
2419,Extremities,1986,Drama|Thriller
2420,"Karate Kid, The",1984,Drama
2421,"Karate Kid, Part II, The",1986,Action|Adventure|Drama
2422,"Karate Kid III, The",1989,Action|Adventure|Drama
2423,Christmas Vacation,1989,Comedy
2424,You've Got Mail,1998,Comedy|Romance
2425,"General, The",1998,Crime
2426,"Theory of Flight, The",1998,Comedy|Drama|Romance
2427,"Thin Red Line, The",1998,Action|Drama|War
2428,"Faculty, The",1998,Horror|Sci-Fi
2429,Mighty Joe Young,1998,Adventure|Children's|Drama
2430,Mighty Joe Young,1949,Adventure|Children's|Drama
2431,Patch Adams,1998,Comedy|Drama
2432,Stepmom,1998,Drama
2433,"Civil Action, A",1998,Drama
2434,Down in the Delta,1998,Drama
2435,Hurlyburly,1998,Drama
2436,Tea with Mussolini,1999,Comedy
2437,Wilde,1997,Drama
2438,Outside Ozona,1998,Drama|Thriller
2439,Affliction,1997,Drama
2440,Another Day in Paradise,1998,Drama
2441,"Hi-Lo Country, The",1998,Drama|Western
2442,Hilary and Jackie,1998,Drama
2443,Playing by Heart,1998,Drama|Romance
2444,24 7: Twenty Four Seven,1997,Comedy|Drama
2445,At First Sight,1999,Drama
2446,In Dreams,1999,Thriller
2447,Varsity Blues,1999,Comedy|Drama
2448,Virus,1999,Horror|Sci-Fi
2449,"Garbage Pail Kids Movie, The",1987,Adventure|Children's
2450,Howard the Duck,1986,Adventure|Children's|Sci-Fi
2451,"Gate, The",1987,Horror
2452,"Gate II: Trespassers, The",1990,Horror
2453,"Boy Who Could Fly, The",1986,Drama|Fantasy
2454,"Fly, The",1958,Horror|Sci-Fi
2455,"Fly, The",1986,Horror|Sci-Fi
2456,"Fly II, The",1989,Horror|Sci-Fi
2457,Running Scared,1986,Action|Comedy
2458,Armed and Dangerous,1986,Comedy|Crime
2459,"Texas Chainsaw Massacre, The",1974,Horror
2460,"Texas Chainsaw Massacre 2, The",1986,Horror
2461,Leatherface: Texas Chainsaw Massacre III,1990,Horror
2462,"Return of the Texas Chainsaw Massacre, The",1994,Horror
2463,Ruthless People,1986,Comedy
2464,Trick or Treat,1986,Horror
2465,Deadly Friend,1986,Horror
2466,Belizaire the Cajun,1986,Drama
2467,"Name of the Rose, The",1986,Mystery
2468,Jumpin' Jack Flash,1986,Action|Comedy|Romance|Thriller
2469,Peggy Sue Got Married,1986,Comedy|Romance
2470,Crocodile Dundee,1986,Adventure|Comedy
2471,Crocodile Dundee II,1988,Adventure|Comedy
2472,Tough Guys,1986,Comedy
2473,Soul Man,1986,Comedy
2474,"Color of Money, The",1986,Drama
2475,52 Pick-Up,1986,Action|Mystery|Thriller
2476,Heartbreak Ridge,1986,Action|War
2477,Firewalker,1986,Adventure
2478,Three Amigos!,1986,Comedy|Western
2479,Gloria,1999,Drama|Thriller
2480,Dry Cleaning (Nettoyage à sec),1997,Drama
2481,My Name Is Joe,1998,Drama|Romance
2482,Still Crazy,1998,Comedy|Romance
2483,"Day of the Beast, The (El Día de la bestia)",1995,Comedy|Horror|Thriller
2484,Tinseltown,1998,Comedy
2485,She's All That,1999,Comedy|Romance
2486,24-hour Woman,1998,Drama
2487,"Blood, Guts, Bullets and Octane",1998,Action|Comedy
2488,Peeping Tom,1960,Drama|Horror|Thriller
2489,Spanish Fly,1998,Drama
2490,Payback,1999,Action|Thriller
2491,Simply Irresistible,1999,Comedy|Romance
2492,20 Dates,1998,Comedy
2493,"Harmonists, The",1997,Drama
2494,"Last Days, The",1998,Documentary
2495,"Fantastic Planet, The (La Planète sauvage)",1973,Animation|Sci-Fi
2496,Blast from the Past,1999,Comedy|Romance
2497,Message in a Bottle,1999,Romance
2498,My Favorite Martian,1999,Comedy|Sci-Fi
2499,God Said 'Ha!',1998,Comedy
2500,Jawbreaker,1999,Comedy
2501,October Sky,1999,Drama
2502,Office Space,1999,Comedy|Romance
2503,"Apple, The (Sib)",1998,Drama
2504,200 Cigarettes,1999,Comedy|Drama
2505,8MM,1999,Thriller
2506,"Other Sister, The",1999,Comedy|Drama|Romance
2507,Breakfast of Champions,1999,Comedy
2508,"Breaks, The",1999,Drama
2509,Eight Days a Week,1997,Comedy
2510,Just the Ticket,1999,Comedy|Romance
2511,"Long Goodbye, The",1973,Crime
2512,"Ballad of Narayama, The (Narayama Bushiko)",1982,Drama
2513,Pet Sematary,1989,Horror
2514,Pet Sematary II,1992,Horror
2515,Children of the Corn II: The Final Sacrifice,1993,Horror
2516,Children of the Corn III,1994,Horror
2517,Christine,1983,Horror
2518,Night Shift,1982,Comedy
2519,House on Haunted Hill,1958,Horror
2520,Airport,1970,Drama
2521,Airport 1975,1974,Drama
2522,Airport '77,1977,Drama
2523,Rollercoaster,1977,Drama|Thriller
2524,"Towering Inferno, The",1974,Action|Drama
2525,Alligator,1980,Action|Horror|Sci-Fi
2526,Meteor,1979,Sci-Fi
2527,Westworld,1973,Action|Sci-Fi|Thriller|Western
2528,Logan's Run,1976,Action|Adventure|Sci-Fi
2529,Planet of the Apes,1968,Action|Sci-Fi
2530,Beneath the Planet of the Apes,1970,Action|Sci-Fi
2531,Battle for the Planet of the Apes,1973,Action|Sci-Fi
2532,Conquest of the Planet of the Apes,1972,Action|Sci-Fi
2533,Escape from the Planet of the Apes,1971,Action|Sci-Fi
2534,Avalanche,1978,Action
2535,Earthquake,1974,Action
2536,"Concorde: Airport '79, The",1979,Drama
2537,Beyond the Poseidon Adventure,1979,Adventure
2538,Dancemaker,1998,Documentary
2539,Analyze This,1999,Comedy
2540,"Corruptor, The",1999,Action|Crime|Drama|Thriller
2541,Cruel Intentions,1999,Drama
2542,"Lock, Stock & Two Smoking Barrels",1998,Comedy|Crime|Thriller
2543,Six Ways to Sunday,1997,Comedy
2544,"School of Flesh, The (L' École de la chair)",1998,Drama
2545,Relax... It's Just Sex,1998,Comedy
2546,"Deep End of the Ocean, The",1999,Drama
2547,Harvest,1998,Drama
2548,"Rage: Carrie 2, The",1999,Horror
2549,Wing Commander,1999,Action|Sci-Fi
2550,"Haunting, The",1963,Horror|Thriller
2551,Dead Ringers,1988,Drama|Thriller
2552,My Boyfriend's Back,1993,Comedy
2553,Village of the Damned,1960,Horror|Sci-Fi|Thriller
2554,Children of the Damned,1963,Horror|Sci-Fi|Thriller
2555,Baby Geniuses,1999,Comedy
2556,Telling You,1998,Comedy|Drama|Romance
2557,I Stand Alone (Seul contre tous),1998,Drama
2558,Forces of Nature,1999,Comedy|Romance
2559,"King and I, The",1999,Animation|Children's
2560,Ravenous,1999,Drama|Horror
2561,True Crime,1999,Crime|Thriller
2562,Bandits,1997,Drama
2563,Beauty,1998,Drama
2564,"Empty Mirror, The",1999,Drama
2565,"King and I, The",1956,Musical
2566,Doug's 1st Movie,1999,Animation|Children's
2567,EDtv,1999,Comedy
2568,"Mod Squad, The",1999,Action|Crime
2569,Among Giants,1998,Drama|Romance
2570,"Walk on the Moon, A",1999,Drama|Romance
2571,"Matrix, The",1999,Action|Sci-Fi|Thriller
2572,10 Things I Hate About You,1999,Comedy|Romance
2573,Tango,1998,Drama
2574,"Out-of-Towners, The",1999,Comedy
2575,"Dreamlife of Angels, The (La Vie rêvée des anges)",1998,Drama
2576,"Love, etc.",1996,Drama
2577,Metroland,1997,Comedy|Drama
2578,"Sticky Fingers of Time, The",1997,Sci-Fi
2579,Following,1998,Drama
2580,Go,1999,Crime
2581,Never Been Kissed,1999,Comedy|Romance
2582,Twin Dragons (Shuang long hui),1992,Action|Comedy
2583,Cookie's Fortune,1999,Mystery
2584,Foolish,1999,Comedy
2585,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar)",1998,Drama|Romance
2586,"Goodbye, Lover",1999,Comedy|Crime|Thriller
2587,Life,1999,Comedy
2588,Clubland,1998,Drama
2589,Friends & Lovers,1999,Comedy|Drama|Romance
2590,Hideous Kinky,1998,Drama
2591,Jeanne and the Perfect Guy (Jeanne et le garçon formidable),1998,Comedy|Romance
2592,"Joyriders, The",1999,Drama
2593,"Monster, The (Il Mostro)",1994,Comedy
2594,Open Your Eyes (Abre los ojos),1997,Drama|Romance|Sci-Fi
2595,Photographer (Fotoamator),1998,Documentary
2596,SLC Punk!,1998,Comedy|Drama
2597,Lost & Found,1999,Comedy|Romance
2598,Pushing Tin,1999,Comedy
2599,Election,1999,Comedy
2600,eXistenZ,1999,Action|Sci-Fi|Thriller
2601,"Little Bit of Soul, A",1998,Comedy
2602,Mighty Peking Man (Hsing hsing wang),1977,Adventure|Sci-Fi
2603,Nô,1998,Drama
2604,Let it Come Down: The Life of Paul Bowles,1998,Documentary
2605,Entrapment,1999,Crime|Thriller
2606,Idle Hands,1999,Comedy|Horror
2607,Get Real,1998,Drama
2608,Heaven,1998,Thriller
2609,"King of Masks, The (Bian Lian)",1996,Drama
2610,Three Seasons,1999,Drama
2611,"Winslow Boy, The",1998,Drama
2612,Mildred Pierce,1945,Drama
2613,Night of the Comet,1984,Action|Horror|Sci-Fi
2614,Chopping Mall (a.k.a. Killbots),1986,Action|Horror|Sci-Fi
2615,My Science Project,1985,Adventure|Sci-Fi
2616,Dick Tracy,1990,Action|Crime
2617,"Mummy, The",1999,Action|Adventure|Horror|Thriller
2618,"Castle, The",1997,Comedy
2619,Mascara,1999,Drama
2620,This Is My Father,1998,Drama|Romance
2621,Xiu Xiu: The Sent-Down Girl (Tian yu),1998,Drama|Romance
2622,"Midsummer Night's Dream, A",1999,Comedy|Fantasy
2623,Trippin',1999,Comedy
2624,After Life,1998,Drama
2625,Black Mask (Hak hap),1996,Action
2626,Edge of Seventeen,1998,Comedy|Drama|Romance
2627,Endurance,1998,Documentary|Drama
2628,Star Wars: Episode I - The Phantom Menace,1999,Action|Adventure|Fantasy|Sci-Fi
2629,"Love Letter, The",1999,Comedy|Romance
2630,Besieged (L' Assedio),1998,Drama
2631,Frogs for Snakes,1998,Comedy|Film-Noir|Thriller
2632,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie)",1965,Drama
2633,"Mummy, The",1932,Horror|Romance
2634,"Mummy, The",1959,Horror
2635,"Mummy's Curse, The",1944,Horror
2636,"Mummy's Ghost, The",1944,Horror
2637,"Mummy's Hand, The",1940,Horror
2638,"Mummy's Tomb, The",1942,Horror
2639,Mommie Dearest,1981,Drama
2640,Superman,1978,Action|Adventure|Sci-Fi
2641,Superman II,1980,Action|Adventure|Sci-Fi
2642,Superman III,1983,Action|Adventure|Sci-Fi
2643,Superman IV: The Quest for Peace,1987,Action|Adventure|Sci-Fi
2644,Dracula,1931,Horror
2645,Dracula,1958,Horror
2646,House of Dracula,1945,Horror
2647,House of Frankenstein,1944,Horror
2648,Frankenstein,1931,Horror
2649,Son of Frankenstein,1939,Horror
2650,"Ghost of Frankenstein, The",1942,Horror
2651,Frankenstein Meets the Wolf Man,1943,Horror
2652,"Curse of Frankenstein, The",1957,Horror
2653,Son of Dracula,1943,Horror
2654,"Wolf Man, The",1941,Horror
2655,Howling II: Your Sister Is a Werewolf,1985,Horror
2656,Tarantula,1955,Horror|Sci-Fi
2657,"Rocky Horror Picture Show, The",1975,Comedy|Horror|Musical|Sci-Fi
2658,"Flying Saucer, The",1950,Sci-Fi
2659,It Came from Hollywood,1982,Comedy|Documentary
2660,"Thing From Another World, The",1951,Sci-Fi
2661,It Came from Outer Space,1953,Sci-Fi
2662,"War of the Worlds, The",1953,Action|Sci-Fi|War
2663,It Came from Beneath the Sea,1955,Sci-Fi
2664,Invasion of the Body Snatchers,1956,Horror|Sci-Fi
2665,Earth Vs. the Flying Saucers,1956,Sci-Fi
2666,It Conquered the World,1956,Sci-Fi
2667,"Mole People, The",1956,Sci-Fi
2668,Swamp Thing,1982,Horror|Sci-Fi
2669,Pork Chop Hill,1959,War
2670,"Run Silent, Run Deep",1958,War
2671,Notting Hill,1999,Comedy|Romance
2672,"Thirteenth Floor, The",1999,Drama|Sci-Fi|Thriller
2673,Eternity and a Day (Mia eoniotita ke mia mera ),1998,Drama
2674,"Loss of Sexual Innocence, The",1999,Drama
2675,Twice Upon a Yesterday,1998,Comedy|Drama|Romance
2676,Instinct,1999,Drama|Thriller
2677,Buena Vista Social Club,1999,Documentary
2678,Desert Blue,1999,Drama
2679,Finding North,1999,Drama|Romance
2680,Floating,1997,Drama
2681,Free Enterprise,1998,Comedy|Romance|Sci-Fi
2682,Limbo,1999,Drama
2683,Austin Powers: The Spy Who Shagged Me,1999,Comedy
2684,Taxman,1999,Comedy|Drama
2685,"Red Dwarf, The (Le Nain rouge)",1998,Comedy|Drama
2686,"Red Violin, The (Le Violon rouge)",1998,Drama|Mystery
2687,Tarzan,1999,Animation|Children's
2688,"General's Daughter, The",1999,Drama|Thriller
2689,Get Bruce,1999,Documentary
2690,"Ideal Husband, An",1999,Comedy
2691,"Legend of 1900, The (Leggenda del pianista sull'oceano)",1998,Drama
2692,Run Lola Run (Lola rennt),1998,Action|Crime|Romance
2693,Trekkies,1997,Documentary
2694,Big Daddy,1999,Comedy
2695,"Boys, The",1997,Drama
2696,"Dinner Game, The (Le Dîner de cons)",1998,Comedy
2697,My Son the Fanatic,1998,Comedy|Drama|Romance
2698,Zone 39,1997,Sci-Fi
2699,Arachnophobia,1990,Action|Comedy|Sci-Fi|Thriller
2700,"South Park: Bigger, Longer and Uncut",1999,Animation|Comedy
2701,Wild Wild West,1999,Action|Sci-Fi|Western
2702,Summer of Sam,1999,Drama
2703,Broken Vessels,1998,Drama
2704,"Lovers on the Bridge, The (Les Amants du Pont-Neuf)",1991,Drama|Romance
2705,"Late August, Early September (Fin août, début septembre)",1998,Drama
2706,American Pie,1999,Comedy
2707,Arlington Road,1999,Thriller
2708,"Autumn Tale, An (Conte d'automne)",1998,Romance
2709,Muppets From Space,1999,Children's|Comedy
2710,"Blair Witch Project, The",1999,Horror
2711,My Life So Far,1999,Drama
2712,Eyes Wide Shut,1999,Drama
2713,Lake Placid,1999,Horror|Thriller
2714,"Wood, The",1999,Drama
2715,"Velocity of Gary, The",1998,Comedy|Romance
2716,Ghostbusters,1984,Comedy|Horror
2717,Ghostbusters II,1989,Comedy|Horror
2718,Drop Dead Gorgeous,1999,Comedy
2719,"Haunting, The",1999,Horror|Thriller
2720,Inspector Gadget,1999,Action|Adventure|Children's|Comedy
2721,Trick,1999,Romance
2722,Deep Blue Sea,1999,Action|Sci-Fi|Thriller
2723,Mystery Men,1999,Action|Adventure|Comedy
2724,Runaway Bride,1999,Comedy|Romance
2725,Twin Falls Idaho,1999,Drama
2726,"Killing, The",1956,Crime|Film-Noir
2727,Killer's Kiss,1955,Film-Noir
2728,Spartacus,1960,Drama
2729,Lolita,1962,Drama
2730,Barry Lyndon,1975,Drama
2731,"400 Blows, The (Les Quatre cents coups)",1959,Drama
2732,Jules and Jim (Jules et Jim),1961,Drama
2733,Vibes,1988,Adventure|Comedy
2734,"Mosquito Coast, The",1986,Drama
2735,"Golden Child, The",1986,Action|Adventure|Comedy
2736,Brighton Beach Memoirs,1986,Comedy
2737,Assassination,1987,Action
2738,Crimes of the Heart,1986,Comedy|Drama
2739,"Color Purple, The",1985,Drama
2740,"Kindred, The",1986,Horror
2741,No Mercy,1986,Action|Thriller
2742,Ménage (Tenue de soirée),1986,Comedy|Drama
2743,Native Son,1986,Drama
2744,Otello,1986,Drama
2745,"Mission, The",1986,Drama
2746,Little Shop of Horrors,1986,Comedy|Horror|Musical
2747,"Little Shop of Horrors, The",1960,Comedy|Horror
2748,Allan Quartermain and the Lost City of Gold,1987,Action|Adventure
2749,"Morning After, The",1986,Drama|Mystery
2750,Radio Days,1987,Comedy|Drama
2751,From the Hip,1987,Comedy
2752,Outrageous Fortune,1987,Comedy|Mystery
2753,"Bedroom Window, The",1987,Thriller
2754,Deadtime Stories,1987,Horror
2755,Light of Day,1987,Drama
2756,Wanted: Dead or Alive,1987,Action
2757,Frances,1982,Drama
2758,Plenty,1985,Drama
2759,Dick,1999,Comedy
2760,"Gambler, The (A Játékos)",1997,Drama
2761,"Iron Giant, The",1999,Animation|Children's
2762,"Sixth Sense, The",1999,Thriller
2763,"Thomas Crown Affair, The",1999,Action|Thriller
2764,"Thomas Crown Affair, The",1968,Crime|Drama|Thriller
2765,"Acid House, The",1998,Comedy|Drama
2766,"Adventures of Sebastian Cole, The",1998,Comedy|Drama
2767,Illuminata,1998,Comedy
2768,Stiff Upper Lips,1998,Comedy
2769,"Yards, The",1999,Crime|Mystery
2770,Bowfinger,1999,Comedy
2771,Brokedown Palace,1999,Drama
2772,Detroit Rock City,1999,Comedy
2773,Alice and Martin (Alice et Martin),1998,Drama
2774,Better Than Chocolate,1999,Comedy|Romance
2775,Head On,1998,Drama
2776,"Marcello Mastroianni: I Remember Yes, I Remember",1997,Documentary
2777,Cobra,1925,Drama
2778,Never Talk to Strangers,1995,Thriller
2779,Heaven Can Wait,1978,Comedy
2780,"Raven, The",1963,Comedy|Horror
2781,"Tingler, The",1959,Horror
2782,Pit and the Pendulum,1961,Horror
2783,"Tomb of Ligeia, The",1965,Horror
2784,"Masque of the Red Death, The",1964,Horror
2785,Tales of Terror,1962,Horror
2786,Haunted Honeymoon,1986,Comedy
2787,Cat's Eye,1985,Horror
2788,And Now for Something Completely Different,1971,Comedy
2789,Damien: Omen II,1978,Horror
2790,"Final Conflict, The (a.k.a. Omen III: The Final Conflict)",1981,Horror
2791,Airplane!,1980,Comedy
2792,Airplane II: The Sequel,1982,Comedy
2793,"American Werewolf in Paris, An",1997,Comedy|Horror
2794,European Vacation,1985,Comedy
2795,Vacation,1983,Comedy
2796,Funny Farm,1988,Comedy
2797,Big,1988,Comedy|Fantasy
2798,Problem Child,1990,Comedy
2799,Problem Child 2,1991,Comedy
2800,Little Nemo: Adventures in Slumberland,1992,Animation|Children's
2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda),1997,Drama|Romance
2802,Tequila Sunrise,1988,Action|Romance|Thriller
2803,"Pelican Brief, The",1993,Thriller
2804,"Christmas Story, A",1983,Comedy|Drama
2805,Mickey Blue Eyes,1999,Comedy|Romance
2806,Teaching Mrs. Tingle,1999,Comedy|Thriller
2807,Universal Soldier: The Return,1999,Action|Sci-Fi
2808,Universal Soldier,1992,Action|Sci-Fi
2809,Love Stinks,1999,Comedy
2810,Perfect Blue,1997,Animation|Mystery
2811,With Friends Like These...,1998,Comedy
2812,In Too Deep,1999,Action|Thriller
2813,"Source, The",1999,Documentary
2814,"Bat, The",1959,Horror
2815,Iron Eagle,1986,Action|War
2816,Iron Eagle II,1988,Action|War
2817,Aces: Iron Eagle III,1992,Action|War
2818,Iron Eagle IV,1995,Action|War
2819,Three Days of the Condor,1975,Thriller
2820,Hamlet,1964,Drama
2821,Male and Female,1919,Adventure|Drama
2822,Medicine Man,1992,Adventure|Romance
2823,"Spiders, The (Die Spinnen, 1. Teil: Der Goldene See)",1919,Action|Drama
2824,On the Ropes,1999,Documentary
2825,Rosie,1998,Drama
2826,"13th Warrior, The",1999,Action|Horror|Thriller
2827,"Astronaut's Wife, The",1999,Sci-Fi|Thriller
2828,Dudley Do-Right,1999,Children's|Comedy
2829,"Muse, The",1999,Comedy|Drama
2830,Cabaret Balkan (Bure Baruta),1998,Drama
2831,"Dog of Flanders, A",1999,Drama
